umap_x	umap_y	Centroid X µm	Centroid Y µm	Combined_Cluster
-15930.88722866651	-756.2230362660096	8789.9	7794.8	Stroma
-24323.87153735034	163.07867598527855	8477.6	7799.8	Stroma
-20004.491427049426	-1765.689559230196	8713.2	7798.0	Stroma
-17121.48740646852	-256.91433562175575	8794.7	7799.0	Stroma
5056.240284079424	-1518.6330529540135	8414.6	7803.4	Stroma
-11835.113005532548	214.61419101575711	8644.3	7802.3	Stroma
48151.48326919046	-1979.4749352685415	8696.5	7802.5	Stroma
-13458.022254586336	2638.1399782056205	8742.4	7804.4	Stroma
75458.9429202988	-1645.4827276084234	8720.4	7810.4	Immune
-21989.266986059272	-993.2931167090646	8716.5	7802.9	Stroma
-6413.166700560232	-318.4766685919071	8803.2	7802.4	Stroma
10735.775149227564	-565.4887569805701	8587.8	7808.5	Stroma
-13581.226355799372	-761.572583373541	8731.6	7804.7	Stroma
480.17385189424385	2607.096113456103	8497.8	7806.3	Stroma
29993.39822678872	-278.07188112516315	8818.6	7804.8	Stroma
12342.526361833581	266.1358852682474	8687.0	7808.1	Stroma
11955.674502502668	2603.70760957686	8710.0	7806.9	Stroma
-11303.409637886252	2439.8109934508975	8783.7	7806.6	Stroma
24557.85274638258	1276.619850913482	8810.2	7811.4	Stroma
21147.66608346827	-2327.0937346451055	8443.1	7812.5	Stroma
-12092.318976211314	303.72575461829774	8796.4	7809.4	Stroma
-12341.231425641323	754.7889313143633	8400.7	7811.6	Stroma
8705.379921714368	3645.5539364753613	8511.1	7813.7	Stroma
3827.7284630384383	-138.51264206995802	8728.9	7814.6	Stroma
-441.72665271668666	-117.19577148005146	8408.1	7817.0	Stroma
-10831.390174542154	-2225.166009851216	8415.0	7814.7	Stroma
-20888.442890135655	-1356.8298880904613	8678.1	7812.4	Stroma
-22083.13695439555	-561.3132072402123	8737.3	7811.8	Stroma
-7563.37491027846	-1420.8481588839654	8823.3	7814.2	Stroma
54363.39383128917	-961.0844597937928	8697.6	7817.4	Stroma
-15365.08411679967	-2008.9505660336415	8421.8	7816.6	Stroma
-9443.036264965915	-298.2874363069243	8617.8	7815.9	Stroma
-19920.231759227983	-652.066621314317	8633.1	7812.9	Stroma
352.87043377602095	2847.5131869276993	8705.8	7818.0	Stroma
484.69437111730076	-285.7217707827949	8782.1	7815.6	Stroma
-18048.756897565887	-1698.7169576936465	8684.4	7816.7	Stroma
-4601.25950712373	854.7558559247418	8799.2	7816.4	Stroma
20176.190146723908	5955.051573662215	8495.0	7819.4	Stroma
21216.277472540613	4668.078337995786	8509.6	7825.6	Stroma
9301.349922448404	-61.9509932946105	8741.5	7817.1	Stroma
-17422.506641423824	-1418.1919688493122	8472.5	7818.3	Immune
-18805.604612073963	-169.22928291732478	8816.5	7819.1	Stroma
8447.928512608407	-2571.1851221943016	8439.1	7823.7	Stroma
27108.2200793034	6202.552417523229	8792.6	7823.8	Immune
9657.385741820202	485.9736517954025	8630.4	7824.1	Stroma
-12911.123495627584	910.3866699877449	8722.1	7823.3	Stroma
-20795.97107465629	923.5799753271103	8804.7	7821.5	Stroma
-27922.728243558606	912.1677457846858	8810.8	7820.8	Immune
-6415.820325368051	-939.7630720936725	8684.0	7822.9	Stroma
-18465.173768606357	-790.5753885532065	8711.6	7823.1	Stroma
4933.105634643245	2397.0055136617684	8750.1	7821.0	Stroma
-14361.108687896209	699.0212122394937	8763.6	7821.8	Stroma
10584.683308232416	960.9777483083494	8546.5	7828.5	Stroma
-8498.199096676613	-591.8058835888849	8774.7	7823.9	Stroma
-16822.02988655768	-747.1522521386978	8732.7	7824.7	Stroma
5870.770169548479	3921.0122458744836	8519.7	7825.5	Stroma
-20714.940250358566	915.8728819458447	8501.9	7828.3	Stroma
-9424.909954081042	-366.32584615740825	8816.9	7825.6	Stroma
19171.565304919277	297.6708806439565	8416.2	7831.5	Stroma
-25133.275025815823	831.4882529375332	8810.5	7827.0	Immune
-15367.253029626714	-1114.157224405813	8750.1	7828.3	Stroma
-21934.506576304004	-221.6012586462748	8804.9	7829.5	Stroma
-21416.667896963347	-1356.7949199880288	8824.0	7825.4	Stroma
10752.98669004655	303.2315369931307	8395.0	7829.1	Stroma
-17369.207117453163	3636.904226191893	8792.0	7830.7	Immune
29385.650892555626	896.4675152818095	8693.4	7838.1	Stroma
15932.908595828041	8150.8419251783125	8782.9	7830.0	Stroma
-13834.04806407676	1736.458375263815	8685.8	7832.1	Stroma
-2297.9529956894257	-1577.5572019314973	8713.4	7829.7	Stroma
-15560.1818346324	1786.0873168806042	8768.3	7829.1	Stroma
-10500.510624840535	483.2051330221839	8471.1	7830.6	Immune
57082.43929453312	6131.535514432	8745.2	7836.8	Immune
-23162.48025121505	-1403.783890351277	8658.7	7829.7	Stroma
4861.083833408891	625.7177059229557	8758.9	7831.4	Stroma
-14188.36099108728	1173.3989641992257	8817.3	7832.4	Stroma
23812.789675221786	-1096.313696132774	8486.1	7832.6	Stroma
-15731.004298812062	-25.365405462060153	8606.0	7831.7	Stroma
-23917.52020985745	1386.269800230123	8735.1	7832.9	Immune
-4482.941818976309	1876.3798865682243	8729.1	7834.9	Stroma
-6750.238606266852	2035.2731092392814	8525.5	7833.6	Stroma
-15525.549983873025	265.91719199336285	8702.0	7834.9	Stroma
-3390.1395124021146	-1195.1133766764976	8722.4	7835.1	Stroma
-6623.5893593492765	1827.2941789321258	8508.6	7836.8	Stroma
-9069.935930006239	376.05507141297267	8710.2	7836.0	Stroma
-10935.227949330449	3955.044962538698	8766.1	7838.2	Immune
-26549.44365086616	1070.2857722830258	8774.0	7835.0	Immune
9215.24595595053	2137.5551071402924	8516.0	7841.1	Stroma
-19504.728962750134	-861.1984136103263	8756.6	7836.7	Stroma
-16013.103301325089	-533.4723146367826	8400.5	7838.7	Stroma
-14823.48889913633	1845.7761010049603	8784.3	7837.7	Stroma
-24496.74055411032	-880.230879155079	8795.9	7838.8	Stroma
-26250.397378061818	1094.27754369384	8809.0	7838.3	Immune
2411.237152270427	4103.1509302182885	8714.6	7843.0	Stroma
-6869.550605731372	-1159.5027094275151	8640.0	7842.6	Stroma
-23997.357672248	578.6075671129493	8759.5	7841.3	Immune
-19772.074466263166	2900.1169232415195	8802.1	7841.6	Immune
27850.745901422255	4904.932717175092	8820.2	7842.5	Stroma
-3377.370653303231	2362.2741355028656	8527.8	7842.3	Stroma
-23005.71068288984	1395.3002345929845	8736.8	7842.1	Immune
-11318.337647168457	-1060.4252950588766	8791.2	7844.6	Stroma
3555.8931726075534	-338.28378499628184	8776.7	7846.3	Stroma
-17796.948772232954	-1546.382541992985	8483.3	7843.0	Immune
5773.440490267247	3509.5661139718504	8559.8	7846.8	Stroma
-18677.560714675696	-1997.240254687538	8782.8	7843.3	Stroma
-10656.275349885495	-1149.6607044022912	8665.5	7842.8	Stroma
14136.096164926828	10960.978962018413	8764.6	7849.0	Immune
-22344.989737995416	-1495.8706913374426	8456.0	7845.3	Immune
-2451.927192750729	1272.0771841513656	8517.7	7848.9	Stroma
-20142.466086575936	2399.8561615028784	8751.8	7846.5	Immune
-18421.43523762865	-1670.565986700678	8395.4	7848.9	Stroma
-22932.404396034828	-1411.378682445215	8465.2	7848.4	Immune
36217.20920296568	-1201.8419516591823	8476.5	7854.8	Stroma
-7999.903298684381	3260.315261515495	8673.1	7849.4	Stroma
99840.04754305263	-1913.0643614549622	8810.1	7850.0	Immune
-13586.514360466932	-463.6983595279123	8534.1	7848.1	Stroma
2096.602112511915	1912.9950120954873	8647.2	7851.7	Stroma
38717.99275437258	-695.8737113578848	8723.5	7849.0	Stroma
8078.595267637909	4788.38499132418	8739.5	7851.0	Stroma
851.772554007759	-1713.580083936033	8406.9	7851.6	Immune
-9636.383190226472	-1641.0569322721908	8435.8	7848.8	Stroma
-15381.545455232812	-855.1068329643265	8613.5	7851.2	Stroma
-14743.948985693132	3777.9862135949115	8658.5	7850.5	Immune
-24539.302626661127	796.2100057238085	8527.0	7852.7	Stroma
-11653.885242838209	-649.0047036843139	8622.7	7853.9	Stroma
-24169.331251845786	-322.76937246867556	8714.7	7853.1	Stroma
458172.1815826422	-2219.5764185070016	8545.6	7867.3	Immune
-18933.488825838947	914.654709708383	8732.3	7854.5	Stroma
-15483.407410536613	76.29313500611761	8709.9	7854.6	Stroma
16872.61407919108	5574.965156405359	8755.4	7856.0	Stroma
-17351.086996174396	-1346.3266006832146	8822.9	7855.5	Stroma
-5055.5029199119235	224.97072880832638	8530.4	7858.5	Stroma
-23668.26098023216	-1122.670616897089	8663.7	7855.2	Stroma
-20945.5005428104	-1529.5307760746018	8518.7	7855.5	Stroma
88705.70346226872	11187.589531249958	8696.8	7859.8	Immune
127858.23779516049	-3696.0794532074005	8808.8	7863.3	Immune
-3378.328297763779	996.2616414127992	8725.9	7861.3	Stroma
16840.42637621628	5935.470786223902	8794.9	7862.2	Stroma
22109.86741105868	-1638.6530950739343	8433.6	7860.1	Stroma
20318.164210691764	-66.84696627968788	8652.6	7862.6	Stroma
-23577.60651126019	28.482330069782165	8676.9	7857.8	Stroma
-10316.691718620757	-909.0712069796166	8631.6	7862.4	Stroma
20459.550246963096	395.27581292207105	8520.2	7861.8	Stroma
-14702.246456631947	1729.672333268606	8708.3	7864.2	Stroma
-19721.422410305462	-311.08676255128375	8750.3	7861.8	Stroma
-24791.197204689488	-26.37763528834921	8742.2	7860.4	Stroma
57547.25658193593	760.6443079272881	8777.6	7872.2	Immune
-23355.099333020626	-1037.2317982546126	8822.0	7861.9	Stroma
-19804.053458697163	-1355.2611763438742	8414.9	7859.7	Immune
63638.382179684806	2385.1566210804503	8669.5	7864.9	Immune
-382.57117624476086	1763.3842684157826	8736.8	7863.6	Stroma
-17495.30215203339	3130.563018323275	8716.2	7863.9	Stroma
14892.809531361374	1749.7533882015873	8404.1	7865.7	Stroma
-6622.4724732691575	-474.4589738955938	8776.6	7865.0	Stroma
-22905.947990376564	-390.41662048076364	8532.7	7867.7	Stroma
-21240.615873176404	1165.9139396891483	8750.6	7867.4	Stroma
-12844.13952145338	-1817.9394948252307	8820.5	7867.2	Stroma
-17962.791290161673	-1557.6152499127452	8419.9	7866.3	Stroma
20246.65747289051	62.361125623806856	8764.0	7866.7	Stroma
25688.603571830237	2768.2543571930055	8688.3	7870.4	Stroma
-1341.0783226772837	897.0666320013065	8444.6	7867.8	Stroma
49135.28475093133	7473.1735850169625	8524.1	7871.7	Immune
-26080.642624210588	-195.42166831272107	8514.3	7869.1	Stroma
-21994.33996446739	-1398.0929070472644	8456.5	7867.0	Stroma
71203.98026240781	-332.62392827251256	8720.3	7872.9	Stroma
21866.79333006127	10366.513970453434	8740.3	7872.3	Stroma
-24030.675023340737	-442.0766780640233	8412.8	7869.8	Stroma
-21386.870152326537	-152.10886396694286	8393.1	7869.7	Immune
-17220.70930341824	-1669.1731928056552	8566.2	7872.2	Stroma
4251.983498337315	5035.798720018466	8677.8	7874.2	Stroma
-2840.9132067168975	2345.6835553641386	8481.8	7872.1	Stroma
13674.171487572916	-752.4312949429734	8816.6	7875.0	Stroma
590.717793443946	5584.720527241478	8407.0	7877.0	Stroma
-13324.576926183108	-1735.3079955101127	8759.0	7875.2	Stroma
2990.0426318597165	6854.424315908773	8779.7	7878.9	Stroma
54381.985933494754	2737.6227988218598	8795.3	7876.1	Stroma
-15930.486614492278	-1814.2888993246193	8398.7	7874.0	Stroma
-2624.7747611133673	310.2623484469377	8420.3	7875.1	Stroma
-2851.488465784627	2766.4623381978927	8704.7	7874.5	Stroma
42771.28674264744	2337.6441531982546	8664.5	7877.0	Stroma
-15694.465692386246	1058.8722834986797	8461.5	7877.7	Stroma
-15260.086496763448	2.456740004468884	8749.6	7877.6	Stroma
3633.189356634488	5339.773967036402	8453.0	7877.5	Stroma
-2492.7155588751702	1356.3695673780849	8532.8	7878.1	Stroma
-2936.1216600788102	-761.3958728138248	8491.1	7878.2	Stroma
-22608.625809798068	-51.44510837856478	8697.1	7876.3	Stroma
5619.753368181111	-2371.510564310846	8395.7	7879.9	Immune
22952.18112630031	6909.195563499303	8439.8	7878.8	Stroma
1618.0246753891988	21.923989999634614	8611.8	7878.3	Stroma
65487.23983671311	2452.326397193012	8683.8	7883.0	Stroma
-19817.790293448426	805.3872950707491	8517.7	7881.8	Stroma
15141.48302764984	-2372.3999940961603	8417.0	7883.4	Stroma
-14871.52564841343	883.1360871156426	8475.6	7880.6	Stroma
27148.513509365686	4257.342598672965	8696.9	7885.0	Stroma
-16703.322571404675	-836.9836510409591	8716.2	7881.8	Stroma
-3331.5516379432083	280.7682192717448	8501.1	7884.6	Stroma
10163.42458954447	103.92932208753882	8555.3	7884.7	Stroma
-10879.067571958916	2242.827439820652	8783.9	7886.0	Stroma
-18913.832436055676	-415.34099976667244	8742.7	7883.1	Stroma
162.76743367538438	3472.954793591467	8800.7	7885.7	Stroma
-20866.630658904465	-637.3167751419203	8652.3	7883.8	Stroma
-13771.524707308745	-793.0903647783277	8619.6	7884.7	Stroma
-4686.409602885324	1841.452074795351	8708.3	7886.7	Stroma
689.3533285500744	3808.7221960487304	8451.2	7886.7	Stroma
-23697.20980317123	-513.7494158148493	8532.0	7886.2	Stroma
7089.759429979895	-362.12814621371854	8395.3	7891.7	Immune
-154.29199974497897	-1797.9594274517308	8666.0	7889.0	Stroma
-14775.348741999791	-1860.4621674183654	8435.1	7887.6	Stroma
5681.8770498245285	-986.6850749781063	8474.3	7887.9	Stroma
-18095.186096028225	-961.0650946716332	8485.4	7889.4	Stroma
-11529.686223132361	766.8320311556863	8608.4	7886.3	Stroma
-1560.1147268086643	-1658.5241034046885	8426.6	7888.7	Immune
-18554.914842978982	-1498.6184997246253	8408.2	7888.5	Stroma
1122.1784030524213	1742.8142167851074	8464.7	7890.4	Stroma
-16238.4647907826	-671.3804386051761	8743.0	7889.9	Stroma
-18546.12106185332	-996.9605924766763	8594.0	7889.2	Stroma
-3592.648166741761	1953.3650929810806	8602.7	7891.5	Stroma
-8863.96653174419	-1037.4708532033155	8816.7	7889.3	Stroma
-14841.156285098601	1629.481644936241	8624.1	7890.3	Stroma
-22388.486515512817	1.9388052920744485	8441.5	7890.7	Stroma
-22364.988604893668	-1808.1329395130144	8658.0	7889.9	Stroma
-4176.167023856222	3885.824106354081	8698.5	7893.3	Stroma
7188.79834774325	2983.741451834683	8719.6	7891.3	Stroma
-22104.339165740585	-971.1151930703977	8417.5	7892.9	Immune
-18963.994367470274	2098.7855736384126	8681.4	7891.0	Stroma
1673.8696579445532	4932.280794699041	8559.6	7895.1	Stroma
-4802.217717472784	-1234.6914137843733	8585.5	7897.2	Stroma
-4385.966211321436	5641.386263922132	8616.5	7897.8	Stroma
6368.245163861015	428.69164834497724	8775.7	7895.8	Stroma
-8818.935041221092	83.06089594521472	8526.8	7894.0	Stroma
-2384.2610925994886	4420.273663343392	8672.6	7895.1	Stroma
-8450.679738053073	-1249.835953362288	8651.7	7894.2	Stroma
50753.759677720416	-135.69913378639262	8760.9	7894.5	Stroma
-12718.124822867117	2523.874183983011	8688.5	7895.7	Immune
-26723.328848844518	402.2454779152172	8458.6	7895.6	Stroma
-6909.193367165753	4935.040764206613	8630.4	7896.4	Stroma
1836.5345447216314	678.4993840231618	8744.7	7896.7	Stroma
-3482.4355674934923	-881.0779717965956	8405.4	7897.5	Stroma
2137.017000098531	-681.2754032758542	8438.6	7898.0	Stroma
-11331.15454297715	-883.4636023418782	8478.8	7898.7	Stroma
-21263.63038265514	-26.46860708736449	8682.0	7897.8	Stroma
47872.30532330349	-1970.3091633385104	8814.7	7899.4	Stroma
-18312.637997649508	69.65240197652702	8640.6	7899.5	Stroma
-16168.557948998252	670.9157192753041	8447.7	7899.5	Stroma
-17287.09942901143	678.1609195262708	8596.4	7900.5	Stroma
-22674.998806485928	-327.72287505952136	8647.4	7899.8	Stroma
-14160.677750493975	2454.2956539468514	8708.4	7898.2	Stroma
-16563.6932804986	1458.0553123824889	8655.5	7903.3	Stroma
3756.5694170961797	-50.85796051855914	8468.3	7902.3	Stroma
-21685.760253415043	-780.3038587039916	8662.0	7899.4	Stroma
-12094.183659306298	1621.0363837209384	8730.6	7898.5	Stroma
-14612.19418471889	-489.38860317348644	8426.8	7901.7	Stroma
-19248.034275238275	-1068.688076961556	8691.6	7901.2	Stroma
-19578.223709664497	-413.19805502500185	8739.1	7901.6	Stroma
-19530.715100863497	-200.33547952549247	8454.8	7901.7	Stroma
28579.458396777452	2399.274739692616	8569.1	7908.1	Stroma
-5592.941497347914	-709.110859308616	8674.4	7902.1	Stroma
-6927.189699873077	1612.6247073306608	8499.3	7903.2	Stroma
8147.186421847087	4185.079655090215	8525.7	7904.0	Stroma
-3266.2989977895995	-1136.3191500752073	8800.8	7905.8	Immune
27307.914499625564	595.5921142073257	8719.3	7905.3	Stroma
13369.166622864082	-1315.9377017618738	8682.3	7906.7	Stroma
-11886.365019891335	1352.2486771350832	8707.2	7905.1	Stroma
143773.9206403225	-986.2581274868116	8755.5	7905.9	Immune
6976.28026253359	5691.240593626079	8733.7	7908.4	Stroma
18366.178247775642	-555.5712124050983	8668.9	7906.7	Stroma
-15660.893982985242	1198.7562323089828	8559.9	7906.4	Stroma
12083.888621940729	-1987.5148526868109	8456.7	7908.4	Stroma
45259.82320108278	8286.004139628876	8484.8	7908.6	Stroma
-26631.080784607177	1194.9575178501264	8693.7	7906.3	Immune
-22399.28078116164	898.1317929852326	8396.9	7906.0	Immune
-23058.152347680043	41.206737067446284	8408.1	7907.6	Stroma
-15060.488427308075	-844.4379621111289	8819.7	7907.6	Stroma
-14913.694507718425	144.38762967241428	8632.0	7908.6	Stroma
-17093.626127790143	526.3648043918583	8602.1	7909.4	Stroma
-18425.836703897447	1064.4817253004858	8721.5	7910.7	Stroma
2281.0562494926417	2181.904107068701	8751.0	7915.3	Stroma
205427.3281945645	-5908.682000073632	8537.4	7916.5	Immune
42790.55509530382	2259.649456941903	8615.5	7911.9	Stroma
-20278.066751179154	-770.2180181099579	8395.4	7914.5	Stroma
-11292.43332233906	1083.2746230129474	8420.5	7912.0	Stroma
71080.98244016053	6940.908941029631	8438.4	7915.2	Immune
462815.9985630964	-12566.016693596031	8509.6	7916.5	Immune
5091.521024881418	4276.79083195542	8668.9	7912.8	Stroma
-1945.0147360733754	2538.7002078133146	8652.8	7914.3	Stroma
-24449.863427344502	1151.6039799928485	8727.8	7913.0	Immune
-24539.952783678527	-497.1443710344838	8559.9	7913.0	Stroma
13268.686516905138	-134.0405921832687	8700.5	7913.7	Stroma
48797.39948740178	319.3110126011402	8733.9	7919.8	Stroma
1247.3282819942979	-199.79574121294195	8551.3	7914.3	Stroma
8534.301132656357	41.19803507041206	8689.0	7914.8	Stroma
-25025.831239136183	125.7772414825572	8824.1	7914.4	Stroma
-21808.3560881378	1687.7040277235033	8710.9	7916.9	Immune
-12529.039512452156	4245.803546730053	8678.0	7917.1	Stroma
-26454.79846972281	990.6709801129327	8722.1	7916.6	Immune
-25172.58913743985	742.8839156102927	8819.5	7916.8	Immune
-15614.429018338324	-456.2965422937184	8627.9	7917.2	Immune
-24659.25382234991	-398.61129552488455	8411.1	7919.4	Stroma
143380.77459784056	10962.698744357642	8441.2	7924.5	Immune
-23341.170610000103	-1111.8345772551854	8476.1	7916.9	Stroma
-20221.090804519918	-1365.448584932173	8563.0	7921.1	Stroma
-15699.375272392452	3811.977479827172	8659.8	7919.1	Immune
-9106.818962666934	4749.0459768327955	8702.6	7920.4	Immune
-19854.222202655084	2517.7628147914165	8813.0	7919.7	Stroma
-3202.865129801605	-2833.5054826670935	8545.2	7921.4	Immune
111794.73469948508	-4775.269477588059	8560.0	7931.1	Immune
-17887.700489418396	-940.1858742830586	8622.4	7921.6	Stroma
29032.541095430264	461.32447819814115	8669.9	7923.4	Stroma
3581.5727061335347	-378.2533947758611	8476.3	7924.0	Stroma
35510.90329525128	-1936.090769786969	8718.8	7924.4	Stroma
-20925.618654622584	2879.2496662255717	8819.6	7924.5	Immune
100071.36530049426	-1115.292795198567	8685.9	7928.5	Immune
-20091.123364965617	4402.685708737103	8500.9	7924.3	Immune
11561.848101879863	-3361.6385494027154	8551.1	7927.2	Stroma
-4716.632568788838	-442.2939676246913	8611.2	7924.8	Stroma
-25144.333267690417	629.313692618553	8805.7	7924.0	Stroma
28125.201289031625	-569.4197823420634	8629.1	7928.4	Stroma
27875.97515600121	-1150.5533834707046	8461.6	7930.7	Stroma
-18285.783674039216	-1281.1775248664849	8621.3	7927.5	Stroma
-14164.800888732112	1907.6922782888105	8640.1	7926.3	Stroma
-6491.53623273562	392.0972377982948	8657.7	7927.7	Stroma
-17982.204009876925	1350.6395266738118	8758.2	7925.1	Stroma
1940.051017396123	-245.46442643767318	8703.5	7927.1	Stroma
-7412.751937673951	3594.7406595632046	8773.1	7927.8	Stroma
-21777.14136219986	2869.018199086845	8811.6	7930.4	Immune
16579.728461100218	-2252.0950269098607	8541.8	7930.5	Immune
-7438.4007773969715	2481.79097512763	8743.8	7927.0	Stroma
1465.1508975879478	738.2826526619733	8819.4	7934.2	Stroma
95780.66507325483	2146.8803905126815	8493.1	7930.3	Immune
1358.4302272034183	4859.273124990081	8799.2	7930.4	Stroma
14395.889899650836	-1205.0572870837855	8402.7	7929.6	Stroma
250356.98715133755	6222.179474151986	8518.8	7933.3	Immune
2038.7176726078105	-2506.577522895693	8715.8	7930.8	Stroma
-21933.77109364147	-676.9348180243096	8615.1	7931.8	Stroma
-14600.081735155632	2094.165649780285	8739.5	7933.9	Stroma
-5433.585332457027	-90.55948843564806	8411.6	7931.2	Stroma
-19018.740635930197	-1045.3496806409837	8445.8	7931.8	Stroma
-24641.62009138736	-266.15538327321633	8749.8	7931.3	Stroma
71316.67311588269	18367.062952049084	8759.9	7936.0	Immune
-1752.2542261080598	1974.5203472618778	8788.9	7932.3	Stroma
-20144.25298262754	123.21887988711433	8433.5	7933.3	Stroma
26310.7684541208	1206.4284955848334	8472.5	7935.7	Stroma
-4951.549180806302	-77.04811103057614	8671.5	7935.3	Stroma
62642.35473450781	-502.70000153047613	8703.0	7936.1	Stroma
-8632.969967265439	2006.568783248375	8605.1	7935.4	Stroma
82295.88097761317	1665.5343357093857	8648.4	7936.2	Immune
-3383.3972546850055	-1144.044587609048	8394.1	7934.3	Stroma
21480.960716849127	983.6366929206779	8617.4	7937.5	Stroma
20085.52159325016	-3010.286617489999	8548.4	7937.3	Immune
24488.938702714833	-2839.1985505286552	8718.9	7936.7	Stroma
6301.86106317729	4771.155121152904	8729.6	7935.9	Stroma
-4632.136356486211	3762.869529941103	8779.5	7936.7	Stroma
-19017.642194340755	120.15578768092473	8490.6	7937.2	Stroma
47884.36808772395	-997.2430646695411	8443.1	7938.3	Stroma
-1250.002150412438	-1890.6097711607126	8483.2	7938.1	Stroma
-23844.456358712938	485.065040645356	8497.5	7938.2	Stroma
-24311.686040379485	1569.2666726010625	8400.7	7938.6	Immune
10104.14350277566	-1189.6454758629316	8414.7	7938.3	Stroma
-25584.49992539515	-83.32866741800854	8738.2	7939.2	Immune
-21754.455149693094	-1983.4100597907939	8536.3	7938.6	Immune
-21953.746651158574	-341.6187956199792	8787.8	7939.2	Stroma
-19265.39605526043	-1661.0430154079809	8426.3	7939.0	Stroma
